
time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,Bx,By,Bz,I,Azimuth,Pitch,Roll,Gain,Latitude,Longitude,Speed (m/s),
0.260941,-0.0938,0.3988,0.9016,0.0000,0.0000,0.0000,-0.1679,-0.6116,0.1760,34.2820,-12.8222,-23.2654,14.7825,0.0000,0.0000,0.0000,-∞,23.54517591,87.29021561,1.02999997,
0.262630,-0.0938,0.3988,0.9016,0.0516,0.2800,-0.5374,-0.1679,-0.6116,0.1760,34.2820,-12.8222,-23.2654,14.7825,0.0000,0.0000,0.0000,-∞,23.54517591,87.29021561,1.02999997,
0.264020,-0.0938,0.3988,0.9016,0.0516,0.2800,-0.5374,-0.1679,-0.6116,0.1760,34.2820,-12.8222,-23.2654,14.7825,268.4034,-26.0781,4.6912,-∞,23.54517591,87.29021561,1.02999997,
0.270045,-0.0060,0.4149,0.8236,0.0516,0.2800,-0.5374,-0.1679,-0.6116,0.1760,34.2820,-12.8222,-23.2654,14.7825,268.4034,-26.0781,4.6912,-∞,23.54517591,87.29021561,1.02999997,
0.271598,0.1070,0.4112,0.7493,0.0516,0.2800,-0.5374,-0.1679,-0.6116,0.1760,34.2820,-12.8222,-23.2654,14.7825,268.4034,-26.0781,4.6912,-∞,23.54517591,87.29021561,1.02999997,
0.273080,0.1191,0.4517,0.7251,0.0516,0.2800,-0.5374,-0.1679,-0.6116,0.1760,34.2820,-12.8222,-23.2654,14.7825,268.4034,-26.0781,4.6912,-∞,23.54517591,87.29021561,1.02999997,
0.321065,0.1191,0.4517,0.7251,0.0516,0.2800,-0.5374,-0.1294,0.0214,0.2517,34.2820,-12.8222,-23.2654,14.7825,268.4034,-26.0781,4.6912,-∞,23.54517591,87.29021561,1.02999997,
0.336667,0.1191,0.4517,0.7251,0.0516,0.2800,-0.5374,-0.1294,0.0214,0.2517,33.8428,-13.0296,-23.7290,14.7825,268.4034,-26.0781,4.6912,-∞,23.54517591,87.29021561,1.02999997,
0.338631,0.1191,0.4517,0.7251,-0.2022,0.5757,-0.1877,-0.1294,0.0214,0.2517,33.8428,-13.0296,-23.7290,14.7825,268.4034,-26.0781,4.6912,-∞,23.54517591,87.29021561,1.02999997,
0.340040,0.1191,0.4517,0.7251,-0.2022,0.5757,-0.1877,-0.1294,0.0214,0.2517,33.8428,-13.0296,-23.7290,14.7825,268.0327,-27.4419,3.9714,-∞,23.54517591,87.29021561,1.02999997,
0.341624,0.0955,0.4452,0.7290,-0.2022,0.5757,-0.1877,-0.1294,0.0214,0.2517,33.8428,-13.0296,-23.7290,14.7825,268.0327,-27.4419,3.9714,-∞,23.54517591,87.29021561,1.02999997,
0.343010,0.0933,0.4562,0.7428,-0.2022,0.5757,-0.1877,-0.1294,0.0214,0.2517,33.8428,-13.0296,-23.7290,14.7825,268.0327,-27.4419,3.9714,-∞,23.54517591,87.29021561,1.02999997,
0.344552,0.0062,0.5060,0.8121,-0.2022,0.5757,-0.1877,-0.1294,0.0214,0.2517,33.8428,-13.0296,-23.7290,14.7825,268.0327,-27.4419,3.9714,-∞,23.54517591,87.29021561,1.02999997,
0.346022,-0.0139,0.4991,0.8423,-0.2022,0.5757,-0.1877,-0.1294,0.0214,0.2517,33.8428,-13.0296,-23.7290,14.7825,268.0327,-27.4419,3.9714,-∞,23.54517591,87.29021561,1.02999997,
0.377349,-0.0139,0.4991,0.8423,-0.2022,0.5757,-0.1877,-0.1294,0.0214,0.2517,33.8306,-13.3834,-23.6314,14.7825,268.0327,-27.4419,3.9714,-∞,23.54517591,87.29021561,1.02999997,
0.391574,-0.0139,0.4991,0.8423,-0.2022,0.5757,-0.1877,0.1645,0.6077,0.4510,33.8306,-13.3834,-23.6314,14.7825,268.0327,-27.4419,3.9714,-∞,23.54517591,87.29021561,1.02999997,
0.404196,-0.0139,0.4991,0.8423,0.4427,0.2392,0.3391,0.1645,0.6077,0.4510,33.8306,-13.3834,-23.6314,14.7825,268.0327,-27.4419,3.9714,-∞,23.54517591,87.29021561,1.02999997,
0.406190,0.0165,0.4525,0.8512,0.4427,0.2392,0.3391,0.1645,0.6077,0.4510,33.8306,-13.3834,-23.6314,14.7825,268.0327,-27.4419,3.9714,-∞,23.54517591,87.29021561,1.02999997,
0.407880,0.2017,0.5069,0.8381,0.4427,0.2392,0.3391,0.1645,0.6077,0.4510,33.8306,-13.3834,-23.6314,14.7825,268.0327,-27.4419,3.9714,-∞,23.54517591,87.29021561,1.02999997,
0.409510,0.0900,0.4521,0.8953,0.4427,0.2392,0.3391,0.1645,0.6077,0.4510,33.8306,-13.3834,-23.6314,14.7825,268.0327,-27.4419,3.9714,-∞,23.54517591,87.29021561,1.02999997,
0.410870,0.0900,0.4521,0.8953,0.4427,0.2392,0.3391,0.1645,0.6077,0.4510,33.8306,-13.3834,-23.6314,14.7825,265.3038,-28.4105,2.8031,-∞,23.54517591,87.29021561,1.02999997,
0.457224,0.0900,0.4521,0.8953,0.4427,0.2392,0.3391,0.1645,0.6077,0.4510,33.9648,-13.7860,-23.2044,14.7825,265.3038,-28.4105,2.8031,-∞,23.54517591,87.29021561,1.02999997,
0.463263,0.0900,0.4521,0.8953,0.4427,0.2392,0.3391,0.0344,0.4497,0.2770,33.9648,-13.7860,-23.2044,14.7825,265.3038,-28.4105,2.8031,-∞,23.54517591,87.29021561,1.02999997,
0.470508,-0.0244,0.4487,0.7542,0.4427,0.2392,0.3391,0.0344,0.4497,0.2770,33.9648,-13.7860,-23.2044,14.7825,265.3038,-28.4105,2.8031,73.6440,23.54517591,87.29021561,1.02999997,
0.472816,-0.0068,0.4569,0.8529,0.4427,0.2392,0.3391,0.0344,0.4497,0.2770,33.9648,-13.7860,-23.2044,14.7825,265.3038,-28.4105,2.8031,73.6440,23.54517591,87.29021561,1.02999997,
0.474567,-0.0276,0.4513,0.9942,0.4427,0.2392,0.3391,0.0344,0.4497,0.2770,33.9648,-13.7860,-23.2044,14.7825,265.3038,-28.4105,2.8031,73.6440,23.54517591,87.29021561,1.02999997,
0.523539,-0.0276,0.4513,0.9942,-0.2085,0.1079,0.7652,0.0344,0.4497,0.2770,33.9648,-13.7860,-23.2044,14.7825,265.3038,-28.4105,2.8031,73.6440,23.54517591,87.29021561,1.02999997,
0.527835,-0.0276,0.4513,0.9942,-0.2085,0.1079,0.7652,0.0344,0.4497,0.2770,33.9648,-13.7860,-23.2044,14.7825,264.3627,-27.7623,2.2668,73.6440,23.54517591,87.29021561,1.02999997,
0.530977,-0.0276,0.4513,0.9942,-0.2085,0.1079,0.7652,0.0960,-0.2739,-0.3647,33.9648,-13.7860,-23.2044,14.7825,264.3627,-27.7623,2.2668,73.6440,23.54517591,87.29021561,1.02999997,
0.538081,-0.0276,0.4513,0.9942,-0.2085,0.1079,0.7652,0.0960,-0.2739,-0.3647,34.1356,-14.1764,-22.8628,14.7825,264.3627,-27.7623,2.2668,73.6440,23.54517591,87.29021561,1.02999997,
0.541942,0.0950,0.4562,0.9925,-0.2085,0.1079,0.7652,0.0960,-0.2739,-0.3647,34.1356,-14.1764,-22.8628,14.7825,264.3627,-27.7623,2.2668,73.6440,23.54517591,87.29021561,1.02999997,
0.545248,0.3508,0.4570,0.8513,-0.2085,0.1079,0.7652,0.0960,-0.2739,-0.3647,34.1356,-14.1764,-22.8628,14.7825,264.3627,-27.7623,2.2668,73.6440,23.54517591,87.29021561,1.02999997,
0.549625,0.1950,0.4675,0.9165,-0.2085,0.1079,0.7652,0.0960,-0.2739,-0.3647,34.1356,-14.1764,-22.8628,14.7825,264.3627,-27.7623,2.2668,73.6440,23.54517591,87.29021561,1.02999997,
0.551662,-0.1377,0.5115,1.0050,-0.2085,0.1079,0.7652,0.0960,-0.2739,-0.3647,34.1356,-14.1764,-22.8628,14.7825,264.3627,-27.7623,2.2668,73.6440,23.54517591,87.29021561,1.02999997,
0.577476,-0.1377,0.5115,1.0050,-0.2085,0.1079,0.7652,0.0960,-0.2739,-0.3647,34.3064,-14.2374,-22.6920,14.7825,264.3627,-27.7623,2.2668,73.6440,23.54517591,87.29021561,1.02999997,
0.593689,-0.1377,0.5115,1.0050,0.5372,0.3089,0.8579,0.0960,-0.2739,-0.3647,34.3064,-14.2374,-22.6920,14.7825,264.3627,-27.7623,2.2668,73.6440,23.54517591,87.29021561,1.02999997,
0.596992,-0.1377,0.5115,1.0050,0.5372,0.3089,0.8579,-0.0141,0.1149,-0.6024,34.3064,-14.2374,-22.6920,14.7825,264.3627,-27.7623,2.2668,73.6440,23.54517591,87.29021561,1.02999997,
0.599396,-0.1377,0.5115,1.0050,0.5372,0.3089,0.8579,-0.0141,0.1149,-0.6024,34.3064,-14.2374,-22.6920,14.7825,266.8571,-28.2137,2.5751,73.6440,23.54517591,87.29021561,1.02999997,
0.604557,-0.1270,0.5589,0.9854,0.5372,0.3089,0.8579,-0.0141,0.1149,-0.6024,34.3064,-14.2374,-22.6920,14.7825,266.8571,-28.2137,2.5751,73.6440,23.54517591,87.29021561,1.02999997,
0.607045,-0.0903,0.4837,0.8655,0.5372,0.3089,0.8579,-0.0141,0.1149,-0.6024,34.3064,-14.2374,-22.6920,14.7825,266.8571,-28.2137,2.5751,73.6440,23.54517591,87.29021561,1.02999997,
0.610118,-0.1693,0.4319,0.8700,0.5372,0.3089,0.8579,-0.0141,0.1149,-0.6024,34.3064,-14.2374,-22.6920,14.7825,266.8571,-28.2137,2.5751,73.6440,23.54517591,87.29021561,1.02999997,
0.657605,-0.1693,0.4319,0.8700,0.5372,0.3089,0.8579,-0.0141,0.1149,-0.6024,34.5260,-14.1764,-22.5090,14.7825,266.8571,-28.2137,2.5751,73.6440,23.54517591,87.29021561,1.02999997,
0.665601,-0.1693,0.4319,0.8700,-1.2638,0.0109,0.7883,-0.0141,0.1149,-0.6024,34.5260,-14.1764,-22.5090,14.7825,266.8571,-28.2137,2.5751,73.6440,23.54517591,87.29021561,1.02999997,
0.667794,-0.1693,0.4319,0.8700,-1.2638,0.0109,0.7883,0.3344,0.3684,0.2479,34.5260,-14.1764,-22.5090,14.7825,266.8571,-28.2137,2.5751,73.6440,23.54517591,87.29021561,1.02999997,
0.669532,-0.1693,0.4319,0.8700,-1.2638,0.0109,0.7883,0.3344,0.3684,0.2479,34.5260,-14.1764,-22.5090,14.7825,264.0952,-27.2577,-0.3601,73.6440,23.54517591,87.29021561,1.02999997,
0.671246,-0.1818,0.3803,1.1099,-1.2638,0.0109,0.7883,0.3344,0.3684,0.2479,34.5260,-14.1764,-22.5090,14.7825,264.0952,-27.2577,-0.3601,73.6440,23.54517591,87.29021561,1.02999997,
0.672874,-0.1439,0.3961,1.1765,-1.2638,0.0109,0.7883,0.3344,0.3684,0.2479,34.5260,-14.1764,-22.5090,14.7825,264.0952,-27.2577,-0.3601,73.6440,23.54517591,87.29021561,1.02999997,
0.674322,-0.0741,0.3725,1.0264,-1.2638,0.0109,0.7883,0.3344,0.3684,0.2479,34.5260,-14.1764,-22.5090,14.7825,264.0952,-27.2577,-0.3601,73.6440,23.54517591,87.29021561,1.02999997,
0.723586,-0.0741,0.3725,1.0264,-0.9442,-0.9060,1.3446,0.3344,0.3684,0.2479,34.5260,-14.1764,-22.5090,14.7825,264.0952,-27.2577,-0.3601,73.6440,23.54517591,87.29021561,1.02999997,
0.728219,-0.0636,0.3880,0.8713,-0.9442,-0.9060,1.3446,0.3344,0.3684,0.2479,34.5260,-14.1764,-22.5090,14.7825,264.0952,-27.2577,-0.3601,73.6440,23.54517591,87.29021561,1.02999997,
0.731624,-0.1741,0.4497,0.7919,-0.9442,-0.9060,1.3446,0.3344,0.3684,0.2479,34.5260,-14.1764,-22.5090,14.7825,264.0952,-27.2577,-0.3601,73.6440,23.54517591,87.29021561,1.02999997,
0.737981,-0.0354,0.5181,0.6126,-0.9442,-0.9060,1.3446,0.3344,0.3684,0.2479,34.5260,-14.1764,-22.5090,14.7825,264.0952,-27.2577,-0.3601,73.6440,23.54517591,87.29021561,1.02999997,
0.741655,-0.0354,0.5181,0.6126,-0.9442,-0.9060,1.3446,0.3344,0.3684,0.2479,34.6236,-14.2862,-22.2284,14.7825,264.0952,-27.2577,-0.3601,73.6440,23.54517591,87.29021561,1.02999997,
0.745806,-0.0354,0.5181,0.6126,-0.9442,-0.9060,1.3446,0.6292,-0.2945,0.3159,34.6236,-14.2862,-22.2284,14.7825,264.0952,-27.2577,-0.3601,73.6440,23.54517591,87.29021561,1.02999997,
0.749342,-0.0095,0.5165,0.6086,-0.9442,-0.9060,1.3446,0.6292,-0.2945,0.3159,34.6236,-14.2862,-22.2284,14.7825,264.0952,-27.2577,-0.3601,73.6440,23.54517591,87.29021561,1.02999997,
0.776858,-0.0095,0.5165,0.6086,-0.9442,-0.9060,1.3446,0.6292,-0.2945,0.3159,34.7578,-14.6766,-21.8258,14.7825,264.0952,-27.2577,-0.3601,77.4850,23.54517591,87.29021561,1.02999997,
0.793287,-0.0095,0.5165,0.6086,-0.3010,0.1667,-1.6762,0.6292,-0.2945,0.3159,34.7578,-14.6766,-21.8258,14.7825,264.0952,-27.2577,-0.3601,77.4850,23.54517591,87.29021561,1.02999997,
0.795375,-0.0095,0.5165,0.6086,-0.3010,0.1667,-1.6762,0.6292,-0.2945,0.3159,34.7578,-14.6766,-21.8258,14.7825,260.8891,-29.3273,-0.3070,77.4850,23.54517591,87.29021561,1.02999997,
0.796924,-0.0095,0.5165,0.6086,-0.3010,0.1667,-1.6762,0.6292,-0.2945,0.3159,34.7578,-14.6766,-21.8258,14.7825,257.3340,-29.8269,-1.1986,77.4850,23.54517591,87.29021561,1.02999997,
0.803976,-0.0095,0.5165,0.6086,-0.3010,0.1667,-1.6762,-0.8963,1.0891,0.3690,34.7578,-14.6766,-21.8258,14.7825,257.3340,-29.8269,-1.1986,77.4850,23.54517591,87.29021561,1.02999997,
0.805983,-0.0671,0.4931,0.7526,-0.3010,0.1667,-1.6762,-0.8963,1.0891,0.3690,34.7578,-14.6766,-21.8258,14.7825,257.3340,-29.8269,-1.1986,77.4850,23.54517591,87.29021561,1.02999997,
0.807361,-0.0154,0.4341,0.8656,-0.3010,0.1667,-1.6762,-0.8963,1.0891,0.3690,34.7578,-14.6766,-21.8258,14.7825,257.3340,-29.8269,-1.1986,77.4850,23.54517591,87.29021561,1.02999997,
0.808827,0.0403,0.4208,1.0073,-0.3010,0.1667,-1.6762,-0.8963,1.0891,0.3690,34.7578,-14.6766,-21.8258,14.7825,257.3340,-29.8269,-1.1986,77.4850,23.54517591,87.29021561,1.02999997,
0.857443,0.0403,0.4208,1.0073,-0.3010,0.1667,-1.6762,-0.8963,1.0891,0.3690,35.1726,-15.0548,-21.2402,14.7825,257.3340,-29.8269,-1.1986,77.4850,23.54517591,87.29021561,1.02999997,
0.863701,0.0403,0.4208,1.0073,0.4309,-0.3479,0.7282,-0.8963,1.0891,0.3690,35.1726,-15.0548,-21.2402,14.7825,257.3340,-29.8269,-1.1986,77.4850,23.54517591,87.29021561,1.02999997,
0.866238,0.0403,0.4208,1.0073,0.4309,-0.3479,0.7282,-0.8963,1.0891,0.3690,35.1726,-15.0548,-21.2402,14.7825,253.5575,-27.2350,-2.5298,77.4850,23.54517591,87.29021561,1.02999997,
0.871155,-0.0242,0.3969,0.9846,0.4309,-0.3479,0.7282,-0.8963,1.0891,0.3690,35.1726,-15.0548,-21.2402,14.7825,253.5575,-27.2350,-2.5298,77.4850,23.54517591,87.29021561,1.02999997,
0.873933,-0.0495,0.3856,0.8678,0.4309,-0.3479,0.7282,-0.8963,1.0891,0.3690,35.1726,-15.0548,-21.2402,14.7825,253.5575,-27.2350,-2.5298,77.4850,23.54517591,87.29021561,1.02999997,
0.876315,-0.0021,0.3753,0.8132,0.4309,-0.3479,0.7282,-0.8963,1.0891,0.3690,35.1726,-15.0548,-21.2402,14.7825,253.5575,-27.2350,-2.5298,77.4850,23.54517591,87.29021561,1.02999997,
0.927234,-0.0021,0.3753,0.8132,0.4309,-0.3479,0.7282,0.3976,-0.5896,-0.1434,35.1726,-15.0548,-21.2402,14.7825,253.5575,-27.2350,-2.5298,77.4850,23.54517591,87.29021561,1.02999997,
0.931695,-0.0021,0.3753,0.8132,0.4309,-0.3479,0.7282,0.3976,-0.5896,-0.1434,35.1726,-15.0548,-21.2402,14.7825,254.4824,-28.6546,-0.9730,77.4850,23.54517591,87.29021561,1.02999997,
0.936209,-0.0021,0.3753,0.8132,-0.6632,-0.6159,-0.9730,0.3976,-0.5896,-0.1434,35.1726,-15.0548,-21.2402,14.7825,254.4824,-28.6546,-0.9730,77.4850,23.54517591,87.29021561,1.02999997,
0.941265,-0.0021,0.3753,0.8132,-0.6632,-0.6159,-0.9730,0.3976,-0.5896,-0.1434,35.4776,-15.3110,-20.8010,14.7825,254.4824,-28.6546,-0.9730,77.4850,23.54517591,87.29021561,1.02999997,
0.945132,-0.0546,0.3967,0.7736,-0.6632,-0.6159,-0.9730,0.3976,-0.5896,-0.1434,35.4776,-15.3110,-20.8010,14.7825,254.4824,-28.6546,-0.9730,77.4850,23.54517591,87.29021561,1.02999997,
0.949115,-0.2202,0.4365,0.5884,-0.6632,-0.6159,-0.9730,0.3976,-0.5896,-0.1434,35.4776,-15.3110,-20.8010,14.7825,254.4824,-28.6546,-0.9730,77.4850,23.54517591,87.29021561,1.02999997,
0.951337,-0.2584,0.4799,0.5335,-0.6632,-0.6159,-0.9730,0.3976,-0.5896,-0.1434,35.4776,-15.3110,-20.8010,14.7825,254.4824,-28.6546,-0.9730,77.4850,23.54517591,87.29021561,1.02999997,
0.953488,-0.0408,0.5296,0.5702,-0.6632,-0.6159,-0.9730,0.3976,-0.5896,-0.1434,35.4776,-15.3110,-20.8010,14.7825,254.4824,-28.6546,-0.9730,77.4850,23.54517591,87.29021561,1.02999997,
0.977660,-0.0408,0.5296,0.5702,-0.6632,-0.6159,-0.9730,0.3976,-0.5896,-0.1434,35.6484,-15.5550,-20.8986,14.7825,254.4824,-28.6546,-0.9730,77.4850,23.54517591,87.29021561,1.02999997,
0.994054,-0.0408,0.5296,0.5702,-0.6632,-0.6159,-0.9730,-0.2858,-0.5681,0.2220,35.6484,-15.5550,-20.8986,14.7825,254.4824,-28.6546,-0.9730,77.4850,23.54517591,87.29021561,1.02999997,
0.995753,-0.0408,0.5296,0.5702,-1.1886,0.9088,-1.9046,-0.2858,-0.5681,0.2220,35.6484,-15.5550,-20.8986,14.7825,254.4824,-28.6546,-0.9730,77.4850,23.54517591,87.29021561,1.02999997,
0.997257,-0.0408,0.5296,0.5702,-1.1886,0.9088,-1.9046,-0.2858,-0.5681,0.2220,35.6484,-15.5550,-20.8986,14.7825,254.3820,-28.0796,0.5462,77.4850,23.54517591,87.29021561,1.02999997,
1.004721,0.0028,0.5590,0.7502,-1.1886,0.9088,-1.9046,-0.2858,-0.5681,0.2220,35.6484,-15.5550,-20.8986,14.7825,254.3820,-28.0796,0.5462,77.4850,23.54517591,87.29021561,1.02999997,
1.006322,-0.3022,0.6365,0.7828,-1.1886,0.9088,-1.9046,-0.2858,-0.5681,0.2220,35.6484,-15.5550,-20.8986,14.7825,254.3820,-28.0796,0.5462,77.4850,23.54517591,87.29021561,1.02999997,
1.007648,-0.2527,0.5263,0.8424,-1.1886,0.9088,-1.9046,-0.2858,-0.5681,0.2220,35.6484,-15.5550,-20.8986,14.7825,254.3820,-28.0796,0.5462,77.4850,23.54517591,87.29021561,1.02999997,
1.058112,-0.2527,0.5263,0.8424,-1.1886,0.9088,-1.9046,-0.2858,-0.5681,0.2220,35.6850,-15.7258,-21.0084,14.7825,254.3820,-28.0796,0.5462,77.4850,23.54517591,87.29021561,1.02999997,
1.064798,-0.2527,0.5263,0.8424,-1.1886,0.9088,-1.9046,-0.5563,0.1666,0.4688,35.6850,-15.7258,-21.0084,14.7825,254.3820,-28.0796,0.5462,77.4850,23.54517591,87.29021561,1.02999997,
1.066274,-0.2527,0.5263,0.8424,-1.2591,1.5433,-0.6321,-0.5563,0.1666,0.4688,35.6850,-15.7258,-21.0084,14.7825,254.3820,-28.0796,0.5462,77.4850,23.54517591,87.29021561,1.02999997,
1.067662,-0.2527,0.5263,0.8424,-1.2591,1.5433,-0.6321,-0.5563,0.1666,0.4688,35.6850,-15.7258,-21.0084,14.7825,251.2992,-27.0468,-0.9834,77.4850,23.54517591,87.29021561,1.02999997,
1.073503,-0.0871,0.5866,0.7455,-1.2591,1.5433,-0.6321,-0.5563,0.1666,0.4688,35.6850,-15.7258,-21.0084,14.7825,251.2992,-27.0468,-0.9834,77.4850,23.54517591,87.29021561,1.02999997,
1.075186,0.0061,0.6354,0.7393,-1.2591,1.5433,-0.6321,-0.5563,0.1666,0.4688,35.6850,-15.7258,-21.0084,14.7825,251.2992,-27.0468,-0.9834,77.4850,23.54517591,87.29021561,1.02999997,
1.077038,0.2075,0.6627,0.9562,-1.2591,1.5433,-0.6321,-0.5563,0.1666,0.4688,35.6850,-15.7258,-21.0084,14.7825,251.2992,-27.0468,-0.9834,77.4850,23.54517591,87.29021561,1.02999997,
1.124244,0.2075,0.6627,0.9562,-1.2591,1.5433,-0.6321,-0.1786,0.2249,-0.0989,35.6850,-15.7258,-21.0084,14.7825,251.2992,-27.0468,-0.9834,78.2347,23.54517591,87.29021561,1.02999997,
1.126296,0.2075,0.6627,0.9562,0.8945,1.4788,-0.0283,-0.1786,0.2249,-0.0989,35.6850,-15.7258,-21.0084,14.7825,251.2992,-27.0468,-0.9834,78.2347,23.54517591,87.29021561,1.02999997,
1.127834,0.2075,0.6627,0.9562,0.8945,1.4788,-0.0283,-0.1786,0.2249,-0.0989,35.6850,-15.7258,-21.0084,14.7825,252.8410,-27.5568,-1.0135,78.2347,23.54517591,87.29021561,1.02999997,
1.137076,0.2075,0.6627,0.9562,0.8945,1.4788,-0.0283,-0.1786,0.2249,-0.0989,35.8314,-15.9942,-20.9718,14.7825,252.8410,-27.5568,-1.0135,78.2347,23.54517591,87.29021561,1.02999997,
1.139332,0.2049,0.6533,0.9084,0.8945,1.4788,-0.0283,-0.1786,0.2249,-0.0989,35.8314,-15.9942,-20.9718,14.7825,252.8410,-27.5568,-1.0135,78.2347,23.54517591,87.29021561,1.02999997,
1.141112,-0.0291,0.5540,0.6779,0.8945,1.4788,-0.0283,-0.1786,0.2249,-0.0989,35.8314,-15.9942,-20.9718,14.7825,252.8410,-27.5568,-1.0135,78.2347,23.54517591,87.29021561,1.02999997,
1.142787,-0.2714,0.4016,0.9404,0.8945,1.4788,-0.0283,-0.1786,0.2249,-0.0989,35.8314,-15.9942,-20.9718,14.7825,252.8410,-27.5568,-1.0135,78.2347,23.54517591,87.29021561,1.02999997,
1.144522,0.0414,0.4540,1.3311,0.8945,1.4788,-0.0283,-0.1786,0.2249,-0.0989,35.8314,-15.9942,-20.9718,14.7825,252.8410,-27.5568,-1.0135,78.2347,23.54517591,87.29021561,1.02999997,
1.177310,0.0414,0.4540,1.3311,0.8945,1.4788,-0.0283,-0.1786,0.2249,-0.0989,35.8924,-16.3114,-21.0328,14.7825,252.8410,-27.5568,-1.0135,78.2347,23.54517591,87.29021561,1.02999997,
1.194706,0.0414,0.4540,1.3311,0.8945,1.4788,-0.0283,-0.0208,0.1643,-0.0883,35.8924,-16.3114,-21.0328,14.7825,252.8410,-27.5568,-1.0135,78.2347,23.54517591,87.29021561,1.02999997,
1.196785,0.0414,0.4540,1.3311,0.8871,0.1127,2.9844,-0.0208,0.1643,-0.0883,35.8924,-16.3114,-21.0328,14.7825,252.8410,-27.5568,-1.0135,78.2347,23.54517591,87.29021561,1.02999997,
1.198739,0.0414,0.4540,1.3311,0.8871,0.1127,2.9844,-0.0208,0.1643,-0.0883,35.8924,-16.3114,-21.0328,14.7825,252.4370,-27.6596,-1.1020,78.2347,23.54517591,87.29021561,1.02999997,
1.203452,0.2564,0.5463,1.2199,0.8871,0.1127,2.9844,-0.0208,0.1643,-0.0883,35.8924,-16.3114,-21.0328,14.7825,252.4370,-27.6596,-1.1020,78.2347,23.54517591,87.29021561,1.02999997,
1.205264,0.0671,0.4623,1.0491,0.8871,0.1127,2.9844,-0.0208,0.1643,-0.0883,35.8924,-16.3114,-21.0328,14.7825,252.4370,-27.6596,-1.1020,78.2347,23.54517591,87.29021561,1.02999997,
1.206706,-0.0440,0.4639,1.0828,0.8871,0.1127,2.9844,-0.0208,0.1643,-0.0883,35.8924,-16.3114,-21.0328,14.7825,252.4370,-27.6596,-1.1020,78.2347,23.54517591,87.29021561,1.02999997,
1.254765,-0.0440,0.4639,1.0828,0.8871,0.1127,2.9844,0.7711,-0.2645,-0.1414,35.8924,-16.3114,-21.0328,14.7825,252.4370,-27.6596,-1.1020,78.2347,23.54517591,87.29021561,1.02999997,
1.257850,-0.0440,0.4639,1.0828,0.3849,0.4311,0.6188,0.7711,-0.2645,-0.1414,35.8924,-16.3114,-21.0328,14.7825,252.4370,-27.6596,-1.1020,78.2347,23.54517591,87.29021561,1.02999997,
1.259656,-0.0440,0.4639,1.0828,0.3849,0.4311,0.6188,0.7711,-0.2645,-0.1414,35.8924,-16.3114,-21.0328,14.7825,253.5453,-30.0751,0.1380,78.2347,23.54517591,87.29021561,1.02999997,
1.261367,-0.0440,0.4639,1.0828,0.3849,0.4311,0.6188,0.7711,-0.2645,-0.1414,36.0632,-16.5432,-21.1548,14.7825,253.5453,-30.0751,0.1380,78.2347,23.54517591,87.29021561,1.02999997,
